id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,associatedOccurrences,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
57350385,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,524b44f1-3fd1-4588-a923-c281f0ef4c02,AUGIEENTB0000279,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia parenthesis,27400,,Hippodamia,parenthesis,,,Jack Hughes,,,,,,,Jack Hughes,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,IA,Scott,,,,41.56304,90.46707,,,,,,,,,,,,,,,,,jackhughes20,8/4/2021 11:26,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:524b44f1-3fd1-4588-a923-c281f0ef4c02,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350385
57350386,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,1808797e-a94b-4fa9-873d-e93aa5201e6b,AUGIEENTB0000300,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,Veronica Cervantes,8/4/2021,,,,,,M. Gorsegner,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,Iowa,Scott,,,,41.537828,90.645823,,,,,,,,,,,,,,,,,ruolivia,8/4/2021 11:26,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:1808797e-a94b-4fa9-873d-e93aa5201e6b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350386
57350387,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,545ac248-0c1a-4a5d-932d-53509081dd40,AUGIEENTB0000280,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia variegata,27405,"(Goeze, 1777)",Hippodamia,variegata,,,Veronica Cervantes,8/16/2021,,,,,,Jack Hughes,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,IA,Scott,,,,41.56304,90.46707,,,,,,,,,,,,,,,,,jackhughes20,8/16/2021 7:46,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:545ac248-0c1a-4a5d-932d-53509081dd40,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350387
57350388,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,10b5123e-f32a-4a73-95e4-29603974c672,AUGIEENTB0000301,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,Veronica Cervantes,8/4/2021,,,,,,V. Cervantes,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,Iowa,Scott,,,,41.537828,90.645823,,,,,,,,,,,,,,,,,ruolivia,8/4/2021 11:26,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:10b5123e-f32a-4a73-95e4-29603974c672,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350388
57350389,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,c17f3d66-2463-43ab-8eb6-8c516f9576b3,AUGIEENTB0000293,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia variegata,27405,"(Goeze, 1777)",Hippodamia,variegata,,,Veronica Cervantes,8/16/2021,,,,,,Olivia Ruffatto,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,IA,Scott,,,,41.56304,90.46707,,,,,,,,,,,,,,,,,jackhughes20,8/16/2021 7:51,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:c17f3d66-2463-43ab-8eb6-8c516f9576b3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350389
57350390,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,38651f08-a31c-4a69-ba50-dd1f237fddc4,AUGIEENTB0000302,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,Veronica Cervantes,8/4/2021,,,,,,O. Ruffatto,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,Iowa,Scott,,,,41.537828,90.645823,,,,,,,,,,,,,,,,,ruolivia,8/4/2021 11:27,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:38651f08-a31c-4a69-ba50-dd1f237fddc4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350390
57350391,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,7da01bc2-bfd7-4c5a-8c1e-7868b285c0d2,AUGIEENTB0000294,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea quatuordecimpunctata,613667,(Linneus 1758),Propylea,quatuordecimpunctata,,,V. Cervantes,8/5/2021,,,,,,Marissa Gorsegner,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,IA,Scott,,,,41.56304,90.46707,,,,,,,,,,,,,,,,,jackhughes20,8/5/2021 13:07,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:7da01bc2-bfd7-4c5a-8c1e-7868b285c0d2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350391
57350392,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,3734a2d0-a975-4f3c-b446-5c2804112580,AUGIEENTB0000303,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea quatuordecimpunctata,613667,(Linneus 1758),Propylea,quatuordecimpunctata,,,V. Cervantes,8/5/2021,,,,,,V. Cervantes,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,Iowa,Scott,,,,41.537828,90.645823,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 13:07,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:3734a2d0-a975-4f3c-b446-5c2804112580,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350392
57350393,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,338a86c7-2824-4c6e-afc4-84b4aeddc326,AUGIEENTB0000295,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea quatuordecimpunctata,613667,(Linneus 1758),Propylea,quatuordecimpunctata,,,V. Cervantes,8/5/2021,,,,,,Olivia Ruffatto,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,IA,Scott,,,,41.56304,90.46707,,,,,,,,,,,,,,,,,jackhughes20,8/5/2021 13:07,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:338a86c7-2824-4c6e-afc4-84b4aeddc326,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350393
57350394,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,1c7ba319-e588-4ef7-a0aa-fc32085b550b,AUGIEENTB0000304,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla maculata,25547,,Coleomegilla,maculata,,,Veronica Cervantes,8/4/2021,,,,,,M. Gorsegner,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,Iowa,Scott,,,,41.537828,90.645823,,,,,,,,,,,,,,,,,ruolivia,8/4/2021 11:29,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:1c7ba319-e588-4ef7-a0aa-fc32085b550b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350394
57350396,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,43178751-096d-44bc-a3d3-3cc1de193a1f,AUGIEENTB0000305,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda munda,25911,,Cycloneda,munda,,,Veronica Cervantes,8/4/2021,,,,,,J. Hughes,,8/3/2021,2021,8,3,215,,,,,,,,,,,,,,,,,,,United States,Iowa,Scott,,,,41.537828,90.645823,,,,,,,,,,,,,,,,,ruolivia,8/4/2021 11:29,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:43178751-096d-44bc-a3d3-3cc1de193a1f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350396
57354751,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,3d782ffa-f0f4-468d-b280-6e9c8f2880c8,AUGIEENTB0000306,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,o. ruffatto,8/5/2021,,,,,,o. ruffatto,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.4355,90.510444,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 9:56,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:3d782ffa-f0f4-468d-b280-6e9c8f2880c8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354751
57354756,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,6e3a611f-ebe3-417a-9cc0-89288ede6d05,AUGIEENTB0000307,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,o. ruffatto,8/5/2021,,,,,,V. cervantes,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.510229,90.490812,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 9:58,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:6e3a611f-ebe3-417a-9cc0-89288ede6d05,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354756
57354759,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,a6137652-cd2e-40b2-a315-56fa7320e7ef,AUGIEENTB0000308,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,o. ruffatto,8/5/2021,,,,,,m. gorsegner,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.510229,90.490812,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:00,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:a6137652-cd2e-40b2-a315-56fa7320e7ef,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354759
57354766,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,7b77512a-8d89-4ec4-90a5-8877bd45e5d2,AUGIEENTB0000309,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,o. ruffatto,8/5/2021,,,,,,o. ruffatto,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.506216,90.553531,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:03,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:7b77512a-8d89-4ec4-90a5-8877bd45e5d2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354766
57354769,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,fb42fcf3-b6b1-4f59-a864-e44086527998,AUGIEENTB0000310,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,,Psyllobora,vigintimaculata,,,Veronica Cervantes,8/16/2021,,,,,,j. hughes,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.506216,90.553531,,,,,,,,,,,,,,,,,ruolivia,8/16/2021 8:14,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:fb42fcf3-b6b1-4f59-a864-e44086527998,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354769
57354770,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,5ff5757a-26fc-4118-bb1d-60fcef5d9eae,AUGIEENTB0000311,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,,Psyllobora,vigintimaculata,,,Veronica Cervantes,8/16/2021,,,,,,m. gorsegner,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.506216,90.553531,,,,,,,,,,,,,,,,,ruolivia,8/16/2021 8:14,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:5ff5757a-26fc-4118-bb1d-60fcef5d9eae,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354770
57354771,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,44723e2a-d0d9-437c-a720-7e0630b139d6,AUGIEENTB0000312,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,,Psyllobora,vigintimaculata,,,Veronica Cervantes,8/16/2021,,,,,,V. cervantes,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.506216,90.553531,,,,,,,,,,,,,,,,,ruolivia,8/16/2021 8:15,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:44723e2a-d0d9-437c-a720-7e0630b139d6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354771
57354776,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,90a7dd8c-bf31-44da-8ce8-53efbcf56419,AUGIEENTB0000313,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea quatuordecimpunctata,613667,(Linneus 1758),Propylea,quatuordecimpunctata,,,V. Cervantes,8/5/2021,,,,,,o. ruffatto,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.509388,90.491046,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 13:07,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:90a7dd8c-bf31-44da-8ce8-53efbcf56419,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354776
57354777,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,9ac337f7-d08f-4e7d-a290-ce58c0129228,AUGIEENTB0000314,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora vigintimaculata,31188,,Psyllobora,vigintimaculata,,,Veronica Cervantes,8/16/2021,,,,,,o. ruffatto,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.509388,90.491046,,,,,,,,,,,,,,,,,ruolivia,8/16/2021 8:18,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:9ac337f7-d08f-4e7d-a290-ce58c0129228,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354777
57354800,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,d2d95da9-e7e4-4cfd-a986-e5d2d72d364c,AUGIEENTB0000315,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda munda,25911,,Cycloneda,munda,,,o. ruffatto,8/5/2021,,,,,,V. cervantes,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.47252,90.473754,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:37,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:d2d95da9-e7e4-4cfd-a986-e5d2d72d364c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354800
57354802,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,0d1d6454-6e36-4cb6-b863-98a140a69fce,AUGIEENTB0000316,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda munda,25911,,Cycloneda,munda,,,o. ruffatto,8/5/2021,,,,,,o. ruffatto,,8/4/2021,2021,8,4,216,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.47252,90.473754,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:38,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:0d1d6454-6e36-4cb6-b863-98a140a69fce,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354802
57354811,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,185fde3b-7557-4562-9ccf-516e5a8dff92,AUGIEENTB0000318,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,j. hughes,8/5/2021,,,,,,V. cervantes,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.436864,90.552542,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:43,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:185fde3b-7557-4562-9ccf-516e5a8dff92,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354811
57354812,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,0edfad6c-272f-4fcb-880f-24c895dbb795,AUGIEENTB0000319,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,j. hughes,8/5/2021,,,,,,j. hughes,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.436864,90.552542,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:43,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:0edfad6c-272f-4fcb-880f-24c895dbb795,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354812
57354813,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,a8dd80bf-5106-4b6f-9870-6728ab1bfedc,AUGIEENTB0000320,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda munda,25911,,Cycloneda,munda,,,j. hughes,8/5/2021,,,,,,o. ruffatto,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.436864,90.552542,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:44,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:a8dd80bf-5106-4b6f-9870-6728ab1bfedc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354813
57354815,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,b461cf2e-1046-4c26-9508-5fe0ac5d9797,AUGIEENTB0000321,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda munda,25911,,Cycloneda,munda,,,j. hughes,8/5/2021,,,,,,m. gorsegner,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.436864,90.552542,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:45,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:b461cf2e-1046-4c26-9508-5fe0ac5d9797,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354815
57354816,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,f8e8d2af-095a-41f2-aea2-1eb8e58a8b02,AUGIEENTB0000322,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda munda,25911,,Cycloneda,munda,,,j. hughes,8/5/2021,,,,,,j. hughes,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.436864,90.552542,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:45,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:f8e8d2af-095a-41f2-aea2-1eb8e58a8b02,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354816
57354818,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,2d752303-2a66-482a-be7c-104a77b3e8ec,AUGIEENTB0000323,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda munda,25911,,Cycloneda,munda,,,j. hughes,8/5/2021,,,,,,o. ruffatto,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.436864,90.552542,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:46,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:2d752303-2a66-482a-be7c-104a77b3e8ec,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354818
57354820,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,e13f9302-13f6-4abd-9b2d-48adee9548e3,AUGIEENTB0000324,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda munda,25911,,Cycloneda,munda,,,j. hughes,8/5/2021,,,,,,m. gorsegner,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.436864,90.552542,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:46,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:e13f9302-13f6-4abd-9b2d-48adee9548e3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354820
57354824,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,e0d98965-71f5-4926-bf2a-559441b8ef3b,AUGIEENTB0000325,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,j. hughes,8/5/2021,,,,,,m. gorsegner,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.520413,90.439069,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:51,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:e0d98965-71f5-4926-bf2a-559441b8ef3b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354824
57354826,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,aa2e5f79-12c7-4adb-a194-0ccf405c6e68,AUGIEENTB0000326,,,,,,,Harmonia axyridis,,,,,,,,,,,,,,m. gorsegner,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.520413,90.439069,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:51,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:aa2e5f79-12c7-4adb-a194-0ccf405c6e68,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354826
57354827,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,0a5d21bf-67e3-423c-9d6b-dc2291584dc2,AUGIEENTB0000327,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,j. hughes,8/5/2021,,,,,,V. cervantes,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.520413,90.439069,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:52,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:0a5d21bf-67e3-423c-9d6b-dc2291584dc2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354827
57354830,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,ba6d9b44-6f1c-4a10-9119-7e2dd7fabbf9,AUGIEENTB0000328,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,j. hughes,8/5/2021,,,,,,o. ruffatto,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.520413,90.439069,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:52,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:ba6d9b44-6f1c-4a10-9119-7e2dd7fabbf9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354830
57354832,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,ccceb9ce-4b59-4c1d-a660-0a8208637c4c,AUGIEENTB0000329,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,j. hughes,8/5/2021,,,,,,o. ruffatto,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.520413,90.439069,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:53,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:ccceb9ce-4b59-4c1d-a660-0a8208637c4c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354832
57354834,AUGIE,ENT,,120bf21c-d066-48ee-b4c0-880596ea22e4,PreservedSpecimen,8f9efe45-9616-44eb-a163-adbc0e4bcbe8,AUGIEENTB0000330,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia axyridis,27230,"(Pallas, 1773)",Harmonia,axyridis,,,j. hughes,8/5/2021,,,,,,j. hughes,,8/5/2021,2021,8,5,217,,,,,,,,,,,,,,,,,,,United States,Illinois,Rock Island,,,,41.520413,90.439069,,,,,,,,,,,,,,,,,ruolivia,8/5/2021 10:53,http://creativecommons.org/licenses/by-nc/4.0/,Augustana College,,urn:uuid:8f9efe45-9616-44eb-a163-adbc0e4bcbe8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354834
